"","Trial","correct","faceVal","houseVal","mult1House","mult2Face","summedVal","earnings","selection","rt","subject","finalEarnings","accuracy"
"4",1,1,-0.62,-0.82,1,1,-1.44,0,"['j']",8.15038772476692,1,32.88,0.87
"5",2,0,0.22,-0.94,1,1,-0.72,-0.72,"['f']",8.95017035696947,1,32.88,0.87
"6",3,1,0.24,-0.92,1,1,-0.68,-0.72,"['j']",1.4668638738749,1,32.88,0.87
"7",4,0,0.04,0.08,1,1,0.12,-0.84,"['j']",3.78368348609547,1,32.88,0.87
"8",5,1,0.6,0.3,1,1,0.9,0.06,"['f']",2.4835146869882,1,32.88,0.87
"9",6,1,0.98,0.92,1,1,1.9,1.96,"['f']",2.0170532917673,1,32.88,0.87
"10",7,1,0.94,-0.58,1,1,0.36,2.32,"['f']",1.78352623350656,1,32.88,0.87
"11",8,1,-0.42,-0.06,1,1,-0.48,2.32,"['j']",2.26689906326646,1,32.88,0.87
"12",9,0,0.38,-0.1,1,1,0.28,2.04,"['j']",4.33351367895921,1,32.88,0.87
"13",10,1,-0.04,0.94,1,1,0.9,2.94,"['f']",8.58369411622334,1,32.88,0.87
"14",11,1,1,-0.78,1,1,0.22,3.16,"['f']",3.15018281987977,1,32.88,0.87
"15",12,1,0.28,-0.98,1,1,-0.7,3.16,"['j']",2.45018336971407,1,32.88,0.87
"16",13,1,-0.22,-0.74,1,1,-0.96,3.16,"['j']",2.18337337959201,1,32.88,0.87
"17",14,1,-0.44,0.98,1,1,0.54,3.7,"['f']",3.63373562870765,1,32.88,0.87
"18",15,1,-1,0.16,1,1,-0.84,3.7,"['j']",1.90018712691381,1,32.88,0.87
"19",16,1,-0.8,-0.9,1,1,-1.7,3.7,"['j']",0.866864240431823,1,32.88,0.87
"20",17,1,-0.4,-0.32,1,1,-0.72,3.7,"['j']",1.2501764051467,1,32.88,0.87
"21",18,1,-0.06,-0.6,1,1,-0.66,3.7,"['j']",2.08374195180113,1,32.88,0.87
"22",19,1,-0.46,-0.8,1,1,-1.26,3.7,"['j']",0.683577001535014,1,32.88,0.87
"23",20,1,-0.16,0.8,1,1,0.64,4.34,"['f']",1.28373572034798,1,32.88,0.87
"24",21,1,0.84,-0.54,1,1,0.3,4.64,"['f']",1.10039349802719,1,32.88,0.87
"25",22,1,-0.76,0.6,1,1,-0.16,4.64,"['j']",2.2501628425689,1,32.88,0.87
"26",23,0,0.18,0.2,1,1,0.38,4.26,"['j']",1.96703743821308,1,32.88,0.87
"27",24,1,-0.02,0.82,1,1,0.8,5.06,"['f']",4.33351331240192,1,32.88,0.87
"28",25,1,0.46,0.34,1,1,0.8,5.86,"['f']",3.46686607321135,1,32.88,0.87
"29",26,1,-0.24,0.66,1,1,0.42,6.28,"['f']",5.48369906473272,1,32.88,0.87
"30",27,1,-0.6,-0.34,1,1,-0.94,6.28,"['j']",1.20018217840698,1,32.88,0.87
"31",28,1,-0.52,-0.24,1,1,-0.76,6.28,"['j']",2.13337695351402,1,32.88,0.87
"32",29,0,0.76,-0.86,1,1,-0.1,6.18,"['f']",0.983531731850235,1,32.88,0.87
"33",30,1,0.6,-0.04,1,1,0.56,6.74,"['f']",1.6003757200524,1,32.88,0.87
"34",31,1,0.58,0.8,1,1,1.38,8.12,"['f']",1.01703093184005,1,32.88,0.87
"35",32,1,0.6,0.96,1,1,1.56,9.68,"['f']",1.43353365626899,1,32.88,0.87
"36",33,1,-0.78,0,1,1,-0.78,9.68,"['j']",0.850178971038986,1,32.88,0.87
"37",34,1,0.74,0.14,1,1,0.88,10.56,"['f']",1.86707317743821,1,32.88,0.87
"38",35,1,-0.46,0.38,1,1,-0.08,10.56,"['j']",0.950204813249002,1,32.88,0.87
"39",36,1,-0.08,0.66,1,1,0.58,11.14,"['f']",2.78354859343199,1,32.88,0.87
"40",37,1,-0.98,0.36,1,1,-0.62,11.14,"['j']",2.90019812359787,1,32.88,0.87
"41",38,1,0.46,0.96,1,1,1.42,12.56,"['f']",1.18354639409517,1,32.88,0.87
"42",39,1,-0.88,-0.64,1,1,-1.52,12.56,"['j']",1.23355418341271,1,32.88,0.87
"43",40,1,-0.74,-0.88,1,1,-1.62,12.56,"['j']",1.01686451534806,1,32.88,0.87
"44",41,1,-0.8,0.44,1,1,-0.36,12.56,"['j']",0.833532190043115,1,32.88,0.87
"45",42,0,0.82,-1,1,1,-0.18,12.38,"['f']",3.78350204080198,1,32.88,0.87
"46",43,1,0.46,0.82,1,1,1.28,13.66,"['f']",2.93352577531186,1,32.88,0.87
"47",44,1,-0.6,-0.96,1,1,-1.56,13.66,"['j']",0.817087748044287,1,32.88,0.87
"48",45,0,0.32,0,1,1,0.32,13.34,"['j']",2.51706007305438,1,32.88,0.87
"49",46,1,0.64,-0.52,1,1,0.12,13.46,"['f']",9.13353017398549,1,32.88,0.87
"50",47,1,-0.18,-0.5,1,1,-0.68,13.46,"['j']",1.78338657561289,1,32.88,0.87
"51",48,1,0.78,-0.3,1,1,0.48,13.94,"['f']",1.58353686363444,1,32.88,0.87
"52",49,1,-1,-0.48,1,1,-1.48,13.94,"['j']",2.10037223776999,1,32.88,0.87
"53",50,1,-0.78,0.06,1,1,-0.72,13.94,"['j']",2.91684857015571,1,32.88,0.87
"54",51,1,0.86,-0.32,1,1,0.54,14.48,"['f']",1.91686726451917,1,32.88,0.87
"55",52,1,0.66,-0.42,1,1,0.24,14.72,"['f']",1.28372912233681,1,32.88,0.87
"56",53,0,-0.42,0.66,1,1,0.24,14.48,"['j']",5.6668598417582,1,32.88,0.87
"57",54,1,0.62,0.74,1,1,1.36,15.84,"['f']",1.83353328971316,1,32.88,0.87
"58",55,1,-0.34,0.64,1,1,0.3,16.14,"['f']",6.53351441207269,1,32.88,0.87
"59",56,1,0.32,0.78,1,1,1.1,17.24,"['f']",0.800195740985146,1,32.88,0.87
"60",57,1,-0.96,0.58,1,1,-0.38,17.24,"['j']",1.21686818091075,1,32.88,0.87
"61",58,1,0.94,-0.32,1,1,0.62,17.86,"['f']",1.65038644182096,1,32.88,0.87
"62",59,1,0.46,0.7,1,1,1.16,19.02,"['f']",0.800198306877064,1,32.88,0.87
"63",60,1,-0.9,0.3,1,1,-0.6,19.02,"['j']",3.00038744984886,1,32.88,0.87
"64",61,1,-0.56,-0.98,1,1,-1.54,19.02,"['j']",0.983380710717029,1,32.88,0.87
"65",62,1,-0.82,0.14,1,1,-0.68,19.02,"['j']",3.25039523916894,1,32.88,0.87
"66",63,1,0.22,1,1,1,1.22,20.24,"['f']",1.18353906297125,1,32.88,0.87
"67",64,0,-0.38,0.74,1,1,0.36,19.88,"['j']",2.08372289088038,1,32.88,0.87
"68",65,1,0.76,0.18,1,1,0.94,20.82,"['f']",2.5337365450996,1,32.88,0.87
"69",66,1,-0.54,-0.62,1,1,-1.16,20.82,"['j']",1.18352733317624,1,32.88,0.87
"70",67,1,0.96,0.84,1,1,1.8,22.62,"['f']",0.800200872770802,1,32.88,0.87
"71",68,0,0.74,-0.86,1,1,-0.12,22.5,"['f']",5.81706135599961,1,32.88,0.87
"72",69,1,0.54,0.6,1,1,1.14,23.64,"['f']",3.81685791733798,1,32.88,0.87
"73",70,0,-0.24,0.26,1,1,0.02,23.62,"['j']",2.13353347299199,1,32.88,0.87
"74",71,1,0.08,0.42,1,1,0.5,24.12,"['f']",1.38375679732599,1,32.88,0.87
"75",72,0,0.52,-0.84,1,1,-0.32,23.8,"['f']",6.18357022024611,1,32.88,0.87
"76",73,1,0.06,0.82,1,1,0.88,24.68,"['f']",3.06687120499737,1,32.88,0.87
"77",74,1,-0.64,-0.34,1,1,-0.98,24.68,"['j']",1.61708041691963,1,32.88,0.87
"78",75,1,0.22,-0.94,1,1,-0.72,24.68,"['j']",1.16685086113284,1,32.88,0.87
"79",76,1,0.66,0.34,1,1,1,25.68,"['f']",1.65024348492261,1,32.88,0.87
"80",77,1,0.7,0.7,1,1,1.4,27.08,"['f']",0.983545660983509,1,32.88,0.87
"81",78,1,-0.56,-0.44,1,1,-1,27.08,"['j']",1.05021855910309,1,32.88,0.87
"82",79,1,0.74,-0.4,1,1,0.34,27.42,"['f']",1.9667225664798,1,32.88,0.87
"83",80,1,-0.56,0.26,1,1,-0.3,27.42,"['j']",2.90021351895848,1,32.88,0.87
"84",81,1,0.94,0.94,1,1,1.88,29.3,"['f']",4.06686387387526,1,32.88,0.87
"85",82,1,-0.24,-0.68,1,1,-0.92,29.3,"['j']",4.63355125096314,1,32.88,0.87
"86",83,1,-0.02,0.14,1,1,0.12,29.42,"['f']",4.85038827460266,1,32.88,0.87
"87",84,1,0.14,0.04,1,1,0.18,29.6,"['f']",5.38371024469416,1,32.88,0.87
"88",85,1,0.68,0.28,1,1,0.96,30.56,"['f']",1.58373260461849,1,32.88,0.87
"89",86,1,-0.04,0.76,1,1,0.72,31.28,"['f']",1.3835676543531,1,32.88,0.87
"90",87,1,-0.64,0.86,1,1,0.22,31.5,"['f']",4.83352852448297,1,32.88,0.87
"91",88,1,0.44,0.8,1,1,1.24,32.74,"['f']",4.66688733346928,1,32.88,0.87
"92",89,1,-0.98,0.68,1,1,-0.3,32.74,"['j']",1.11707106973881,1,32.88,0.87
"93",90,1,1,-0.72,1,1,0.28,33.02,"['f']",1.45020206407753,1,32.88,0.87
"94",91,1,-0.02,-0.88,1,1,-0.9,33.02,"['j']",4.03369897309312,1,32.88,0.87
"95",92,1,-0.14,-0.26,1,1,-0.4,33.02,"['j']",7.70038983246559,1,32.88,0.87
"96",93,1,-0.3,-0.94,1,1,-1.24,33.02,"['j']",0.85019913162796,1,32.88,0.87
"97",94,1,0.34,-0.84,1,1,-0.5,33.02,"['j']",1.03374149360752,1,32.88,0.87
"98",95,1,-0.72,-0.56,1,1,-1.28,33.02,"['j']",0.816866348128315,1,32.88,0.87
"99",96,1,-0.36,-0.22,1,1,-0.58,33.02,"['j']",0.966860025035203,1,32.88,0.87
"100",97,1,-0.1,0.06,1,1,-0.04,33.02,"['j']",1.016717159775,1,32.88,0.87
"101",98,0,0.06,-0.2,1,1,-0.14,32.88,"['f']",8.40018511085509,1,32.88,0.87
"102",99,1,0,-0.52,1,1,-0.52,32.88,"['j']",0.933732146424518,1,32.88,0.87
"103",100,1,-0.9,0.64,1,1,-0.26,32.88,"['j']",0.916732371857506,1,32.88,0.87
"410",1,1,-0.64,0.78,1,1,0.14,0.14,"['f']",7.21690556963586,2,29.08,0.81
"510",2,1,-0.68,0.08,1,1,-0.6,0.14,"['j']",8.70022928087201,2,29.08,0.81
"610",3,0,0.04,-0.48,1,1,-0.44,-0.3,"['f']",1.95033054200758,2,29.08,0.81
"710",4,1,-0.7,-0.62,1,1,-1.32,-0.3,"['j']",2.50026813582372,2,29.08,0.81
"810",5,0,0.1,-0.42,1,1,-0.32,-0.62,"['f']",5.68341168471306,2,29.08,0.81
"910",6,1,-0.74,1,1,1,0.26,-0.36,"['f']",2.11692078171836,2,29.08,0.81
"104",7,1,-0.7,0.9,1,1,0.2,-0.16,"['f']",1.58367248941067,2,29.08,0.81
"111",8,1,-0.72,-0.44,1,1,-1.16,-0.16,"['j']",4.13361704779527,2,29.08,0.81
"121",9,1,-0.94,0.02,1,1,-0.92,-0.16,"['j']",2.96694873162414,2,29.08,0.81
"131",10,1,0.62,0.84,1,1,1.46,1.3,"['f']",1.00037535349838,2,29.08,0.81
"141",11,0,-0.62,0.6,1,1,-0.02,1.28,"['f']",5.40027015188025,2,29.08,0.81
"151",12,0,-0.26,-0.78,1,1,-1.04,0.24,"['f']",1.5001717315572,2,29.08,0.81
"161",13,0,0.18,-0.52,1,1,-0.34,-0.1,"['f']",5.40027381744221,2,29.08,0.81
"171",14,0,-0.18,-0.62,1,1,-0.8,-0.9,"['f']",2.08336219963167,2,29.08,0.81
"181",15,1,-0.24,-0.9,1,1,-1.14,-0.9,"['j']",1.60019024263966,2,29.08,0.81
"191",16,1,0.14,0.02,1,1,0.16,-0.74,"['f']",2.23358387446206,2,29.08,0.81
"201",17,1,0.72,0.42,1,1,1.14,0.4,"['f']",1.01684875343562,2,29.08,0.81
"211",18,1,0.2,0.32,1,1,0.52,0.92,"['f']",2.8668811020143,2,29.08,0.81
"221",19,1,0.82,0.42,1,1,1.24,2.16,"['f']",1.01689860507031,2,29.08,0.81
"231",20,1,1,0.88,1,1,1.88,4.04,"['f']",0.850281606763019,2,29.08,0.81
"241",21,1,0.6,0.7,1,1,1.3,5.34,"['f']",0.933584057740518,2,29.08,0.81
"251",22,0,-0.5,-0.88,1,1,-1.38,3.96,"['f']",2.81697154974609,2,29.08,0.81
"261",23,1,0.32,0.42,1,1,0.74,4.7,"['f']",1.0502849057666,2,29.08,0.81
"271",24,1,-0.56,-0.96,1,1,-1.52,4.7,"['j']",1.43357910923078,2,29.08,0.81
"281",25,1,-0.94,-0.18,1,1,-1.12,4.7,"['j']",2.4335563827517,2,29.08,0.81
"291",26,1,0.92,-0.88,1,1,0.04,4.74,"['f']",3.25031459681486,2,29.08,0.81
"301",27,1,0.62,0.52,1,1,1.14,5.88,"['f']",8.13353640543937,2,29.08,0.81
"311",28,1,0.26,0.7,1,1,0.96,6.84,"['f']",1.5669120760067,2,29.08,0.81
"321",29,1,0.26,-0.64,1,1,-0.38,6.84,"['j']",4.78361274075723,2,29.08,0.81
"331",30,0,0.88,-0.88,1,1,0,6.84,"['j']",1.31685223571913,2,29.08,0.81
"341",31,1,-0.74,-0.8,1,1,-1.54,6.84,"['j']",2.15024183541755,2,29.08,0.81
"351",32,1,0.04,0.26,1,1,0.3,7.14,"['f']",0.866883667906222,2,29.08,0.81
"361",33,1,-0.08,0.8,1,1,0.72,7.86,"['f']",1.6504795470828,2,29.08,0.81
"371",34,1,-0.22,0.58,1,1,0.36,8.22,"['f']",5.25020976175801,2,29.08,0.81
"381",35,1,-0.1,0.68,1,1,0.58,8.8,"['f']",0.850201697521697,2,29.08,0.81
"391",36,1,-0.38,0.5,1,1,0.12,8.92,"['f']",0.733625845143251,2,29.08,0.81
"401",37,1,-0.44,0.98,1,1,0.54,9.46,"['f']",1.05022222466869,2,29.08,0.81
"411",38,1,0.68,-0.16,1,1,0.52,9.98,"['f']",2.30001044684832,2,29.08,0.81
"421",39,0,-0.42,-0.22,1,1,-0.64,9.34,"['f']",4.25020756241793,2,29.08,0.81
"431",40,1,0.62,0.5,1,1,1.12,10.46,"['f']",0.783786488373153,2,29.08,0.81
"441",41,1,-0.04,0.56,1,1,0.52,10.98,"['f']",1.10039129868892,2,29.08,0.81
"451",42,1,-0.56,0.98,1,1,0.42,11.4,"['f']",2.13353787166488,2,29.08,0.81
"461",43,1,-0.96,0.78,1,1,-0.18,11.4,"['j']",1.8335457526191,2,29.08,0.81
"471",44,1,0.8,0.2,1,1,1,12.4,"['f']",1.60028444757336,2,29.08,0.81
"481",45,1,-0.38,1,1,1,0.62,13.02,"['f']",2.88364921309767,2,29.08,0.81
"491",46,1,0.64,0.52,1,1,1.16,14.18,"['f']",1.63355345030141,2,29.08,0.81
"501",47,1,0.1,0.22,1,1,0.32,14.5,"['f']",12.0169755818606,2,29.08,0.81
"511",48,1,0.76,-0.02,1,1,0.74,15.24,"['f']",1.93361118289613,2,29.08,0.81
"521",49,1,0.12,1,1,1,1.12,16.36,"['f']",0.533543003453815,2,29.08,0.81
"531",50,1,-0.2,0.72,1,1,0.52,16.88,"['f']",0.983543828202528,2,29.08,0.81
"541",51,1,-0.86,-0.34,1,1,-1.2,16.88,"['j']",1.18355519144461,2,29.08,0.81
"551",52,1,-0.58,-0.26,1,1,-0.84,16.88,"['j']",1.18359661228897,2,29.08,0.81
"561",53,0,-0.18,-0.06,1,1,-0.24,16.64,"['f']",1.36700481471416,2,29.08,0.81
"571",54,1,-0.24,-0.84,1,1,-1.08,16.64,"['j']",1.73360091932045,2,29.08,0.81
"581",55,1,-0.3,-0.64,1,1,-0.94,16.64,"['j']",1.26685470997108,2,29.08,0.81
"591",56,1,-0.98,-0.18,1,1,-1.16,16.64,"['j']",1.78351303748423,2,29.08,0.81
"601",57,1,-0.68,-0.5,1,1,-1.18,16.64,"['j']",0.933544469677145,2,29.08,0.81
"611",58,1,0.7,0.36,1,1,1.06,17.7,"['f']",0.783559223560587,2,29.08,0.81
"621",59,0,-0.9,0.52,1,1,-0.38,17.32,"['f']",2.85022222466432,2,29.08,0.81
"631",60,1,1,-0.52,1,1,0.48,17.8,"['f']",0.633550517854019,2,29.08,0.81
"641",61,0,-0.14,-0.54,1,1,-0.68,17.12,"['f']",1.23355894864289,2,29.08,0.81
"651",62,1,-0.98,-0.08,1,1,-1.06,17.12,"['j']",0.933443666734092,2,29.08,0.81
"661",63,1,-0.04,-0.84,1,1,-0.88,17.12,"['j']",2.18354529442513,2,29.08,0.81
"671",64,1,0.56,0,1,1,0.56,17.68,"['f']",0.700043436903798,2,29.08,0.81
"681",65,1,-0.42,-0.44,1,1,-0.86,17.68,"['j']",2.48361219092476,2,29.08,0.81
"691",66,1,0.8,0.66,1,1,1.46,19.14,"['f']",0.933568662381731,2,29.08,0.81
"701",67,1,-0.98,-0.86,1,1,-1.84,19.14,"['j']",0.933547035569063,2,29.08,0.81
"711",68,1,0.24,-0.24,1,1,0,19.14,"['f']",0.766859658480826,2,29.08,0.81
"721",69,1,0.92,-0.38,1,1,0.54,19.68,"['f']",8.20024412639395,2,29.08,0.81
"731",70,1,0.46,-0.04,1,1,0.42,20.1,"['f']",0.866898330154072,2,29.08,0.81
"741",71,1,0.46,0.14,1,1,0.6,20.7,"['f']",1.18355042621261,2,29.08,0.81
"751",72,1,-0.58,-0.84,1,1,-1.42,20.7,"['j']",0.81687111336214,2,29.08,0.81
"761",73,1,-0.02,0.34,1,1,0.32,21.02,"['f']",0.966710103570222,2,29.08,0.81
"771",74,1,-0.32,0.84,1,1,0.52,21.54,"['f']",2.85020462997272,2,29.08,0.81
"781",75,0,0.3,-0.56,1,1,-0.26,21.28,"['f']",1.33352320941776,2,29.08,0.81
"791",76,1,-0.36,0.4,1,1,0.04,21.32,"['f']",0.533555832917045,2,29.08,0.81
"801",77,1,-0.56,-0.06,1,1,-0.62,21.32,"['j']",1.36691354223512,2,29.08,0.81
"811",78,1,0.68,-0.08,1,1,0.6,21.92,"['f']",0.683567471074639,2,29.08,0.81
"821",79,1,-0.78,0.54,1,1,-0.24,21.92,"['j']",0.933393081984832,2,29.08,0.81
"831",80,0,-0.22,-0.28,1,1,-0.5,21.42,"['f']",0.766849761464982,2,29.08,0.81
"841",81,0,-0.22,-0.42,1,1,-0.64,20.78,"['f']",0.85022845612184,2,29.08,0.81
"851",82,1,-0.78,-0.6,1,1,-1.38,20.78,"['j']",0.816871479913971,2,29.08,0.81
"861",83,0,0.14,-0.6,1,1,-0.46,20.32,"['f']",3.51690355358005,2,29.08,0.81
"871",84,1,0.66,0.38,1,1,1.04,21.36,"['f']",0.800252557186468,2,29.08,0.81
"881",85,1,0.82,0.48,1,1,1.3,22.66,"['f']",0.850263278956845,2,29.08,0.81
"891",86,1,-0.2,1,1,1,0.8,23.46,"['f']",0.883532281681255,2,29.08,0.81
"901",87,1,0.76,-0.64,1,1,0.12,23.58,"['f']",1.28358359954291,2,29.08,0.81
"911",88,1,0.56,0.66,1,1,1.22,24.8,"['f']",0.666896130816895,2,29.08,0.81
"921",89,1,0.94,0.3,1,1,1.24,26.04,"['f']",0.483536680356337,2,29.08,0.81
"931",90,1,0.26,0,1,1,0.26,26.3,"['f']",0.733537138552492,2,29.08,0.81
"941",91,0,-0.42,0.06,1,1,-0.36,25.94,"['f']",2.6502145269842,2,29.08,0.81
"951",92,1,-0.86,0.36,1,1,-0.5,25.94,"['j']",0.950210311591945,2,29.08,0.81
"961",93,1,0.76,0.92,1,1,1.68,27.62,"['f']",0.450212327647023,2,29.08,0.81
"971",94,0,-0.46,0.26,1,1,-0.2,27.42,"['f']",0.900203621938999,2,29.08,0.81
"981",95,1,-0.14,-0.86,1,1,-1,27.42,"['j']",1.71689585589775,2,29.08,0.81
"991",96,0,-0.02,-0.46,1,1,-0.48,26.94,"['f']",1.60042667135713,2,29.08,0.81
"1001",97,1,0.34,-0.32,1,1,0.02,26.96,"['f']",0.716892556894891,2,29.08,0.81
"1011",98,1,0,-0.94,1,1,-0.94,26.96,"['j']",1.35019821523747,2,29.08,0.81
